habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
3;4;3;133,00;133,00;5;Excelente;9 a 15 años;900.000;5.827.067,67;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;775000000,00
1;1;1;64,00;56,00;5;No definida;menor a 1 año;300.000;7.687.500;1;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;Apartamento;Pasadena;492000000,00
2;3;3;150,00;150,00;6;Bueno;1 a 8 años;880.000;11.000.000;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;Apartamento;CHICO NORTE;1650000000,00
3;4;2;185,00;176,00;6;No definida;16 a 30 años;No definida;7.783.783,78;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Los rosales;1440000000,00
3;3;2;138,00;0,00;6;No definida;16 a 30 años;950.000;6.231.884,06;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;860000000,00
1;1;2;50,00;50,00;6;Bueno;1 a 8 años;290.000;8.600.000;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Santa Paula;430000000,00
3;3;2;112,00;0,00;5;No definida;16 a 30 años;833.000;7.500.000;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Escuela de infanteria;840000000,00
2;2;2;94,26;89,00;5;Excelente;menor a 1 año;417.400;8.805.431,78;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Pasadena;830000000,00
4;3;3;201,00;0,00;5;No definida;16 a 30 años;700.000;4.950.248,76;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Casa;Gratamira;995000000,00
2;2;1;63,00;56,00;2;Bueno;16 a 30 años;140.000;3.571.428,57;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;Apartamento;El Progreso;225000000,00
3;2;1;99,60;92,00;4;No definida;9 a 15 años;330.200;6.526.104,42;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Gilmar;650000000,00
2;2;2;78,62;79,00;5;Excelente;9 a 15 años;534.000;5.469.346,22;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Contador;430000000,00
2;2;2;62,00;62,00;4;No definida;1 a 8 años;248.000;6.774.193,55;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;Apartamento;Ferrocaja fontibon;420000000,00
3;2;1;90,00;89,00;4;No definida;16 a 30 años;360.000;4.666.666,67;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedritos;420000000,00
3;1;0;53,00;0,00;3;No definida;1 a 8 años;132.200;3.094.339,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Fontibón;164000000,00
3;2;0;58,00;0,00;3;No definida;9 a 15 años;159.200;3.706.896,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Engativá;215000000,00
3;4;3;211,00;185,00;6;Bueno;16 a 30 años;1.064.000;5.213.270,14;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Provenza;1100000000,00
3;2;1;89,00;89,00;4;Bueno;1 a 8 años;289.000;5.393.258,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Mazurén;480000000,00
5;3;5;432,00;0,00;4;No definida;No definida;No definida;2.777.777,78;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Casa;Normandía;1200000000,00
4;4;3;208,00;208,00;4;No definida;más de 30 años;440.000;4.471.153,85;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Casa;Julio florez;930000000,00
2;2;1;58,00;58,00;4;No definida;9 a 15 años;282.000;5.517.241,38;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Cedritos;320000000,00
1;1;1;52,00;52,00;5;Bueno;1 a 8 años;368.000;7.269.230,77;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Santa barbara;378000000,00
4;2;1;90,00;87,00;3;No definida;9 a 15 años;190.000;3.333.333,33;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;San cipriano;300000000,00
3;2;1;53,00;0,00;3;No definida;1 a 8 años;119.800;4.639.622,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Valladolid;245900000,00
3;4;4;213,00;213,00;6;No definida;1 a 8 años;1.941.000;13.380.281,69;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;2850000000,00
3;5;2;171,00;171,00;5;Bueno;16 a 30 años;845.000;5.789.473,68;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;Apartamento;Lisboa;990000000,00
3;3;2;120,00;110,00;5;Bueno;1 a 8 años;320.000;6.983.333,33;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;Apartamento;Portales Del Norte;838000000,00
3;1;0;45,00;45,00;2;No definida;16 a 30 años;57.000;2.555.555,56;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;Casa;El chilcal;115000000,00
3;3;2;160,00;160,00;6;No definida;No definida;1.000.000;9.375.000;1;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;Apartamento;Chicó;1500000000,00
1;1;0;30,00;30,00;5;Bueno;menor a 1 año;200.000;8.166.666.666,67;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Chapinero Alto;245000000000,00
3;2;0;48,00;0,00;3;No definida;1 a 8 años;66.600;3.562.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Puente Grande;171000000,00
1;1;0;40,00;38,00;5;Bueno;1 a 8 años;160.000;7.500.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Niza;300000000,00
2;3;2;90,00;90,00;5;No definida;1 a 8 años;890.000;7.000.000;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;Apartamento;Santa Bárbara;630000000,00
3;2;1;85,00;0,00;3;No definida;9 a 15 años;No definida;3.976.470,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El Dorado;338000000,00
3;2;2;100,00;87,00;4;Bueno;1 a 8 años;459.000;5.500.000;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;Apartamento;Santa Teresa;550000000,00
3;2;0;57,00;0,00;3;Excelente;16 a 30 años;133.000;3.421.052,63;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Suba;195000000,00
2;2;1;57,00;45,00;6;Bueno;más de 30 años;495.000;5.087.719,30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Santa Paula;290000000,00
2;2;0;53,00;0,00;2;No definida;1 a 8 años;85.700;2.716.981,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Tierra Buena;144000000,00
3;2;0;33,00;33,00;2;No definida;16 a 30 años;No definida;5.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bosa Atalayas;165000000,00
3;1;0;60,00;60,00;3;No definida;1 a 8 años;No definida;4.250.000;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Rionegro;255000000,00
4;2;0;77,00;0,00;3;No definida;9 a 15 años;No definida;2.987.012,99;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Casa;Fontanar del río;230000000,00
4;5;4;230,00;230,00;5;Bueno;16 a 30 años;1.600.000;5.000.000;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chicó Navarra;1150000000,00
3;3;1;113,00;113,00;4;No definida;16 a 30 años;350.000;5.486.725,66;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;Casa;Ferrocaja fontibon;620000000,00
2;2;2;90,00;90,00;6;Bueno;1 a 8 años;760.000;7.777.777,78;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara occidental;700000000,00
3;4;3;197,00;197,00;6;Bueno;más de 30 años;1.655.000;6.091.370,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;Apartamento;La Carolina;1200000000,00
2;1;1;61,00;0,00;4;No definida;más de 30 años;284.000;4.201.639,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;256300000,00
3;1;0;51,00;0,00;3;No definida;16 a 30 años;130.000;3.078.431,37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;157000000,00
3;4;2;283,00;283,00;6;Bueno;más de 30 años;1.730.000;4.770.318,02;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;Apartamento;Chico Norte III;1350000000,00
1;2;1;64,00;0,00;5;No definida;1 a 8 años;239.000;6.562.500;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;El Contador;420000000,00
4;4;3;250,00;250,00;4;Bueno;más de 30 años;295.000;4.400.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;Casa;Las Margaritas;1100000000,00
3;3;2;190,00;175,00;6;No definida;más de 30 años;807.000;4.789.473,68;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Recodo Del Country;910000000,00
1;2;2;77,00;0,00;6;No definida;1 a 8 años;No definida;6.753.246,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Norte;520000000,00
3;2;1;89,00;89,00;4;Bueno;1 a 8 años;289.000;5.393.258,43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Mazurén;480000000,00
5;4;2;350,00;276,00;5;No definida;más de 30 años;No definida;2.800.000;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;0;Casa;Pontevedra;980000000,00
3;3;2;146,00;146,00;6;Bueno;1 a 8 años;1.100.000;6.849.315,07;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;Chicó;1000000000,00
3;3;4;193,00;193,00;6;Bueno;1 a 8 años;1.470.000;8.549.222,80;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;Apartamento;chico;1650000000,00
3;5;3;316,00;316,00;6;Bueno;1 a 8 años;1.120.000;3.797.468,35;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Casa;Arrayanes;1200000000,00
3;2;1;55,00;0,00;3;No definida;9 a 15 años;121.300;3.909.090,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Kennedy;215000000,00
3;3;2;106,00;106,00;5;Bueno;1 a 8 años;No definida;6.320.754,72;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cantalejo;670000000,00
2;2;1;73,00;80,00;5;Bueno;9 a 15 años;524.000;6.575.342,47;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;Apartamento;Bella Suiza;480000000,00
2;1;0;39,00;0,00;4;No definida;16 a 30 años;240.000;6.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;234000000,00
3;2;1;87,00;0,00;4;No definida;1 a 8 años;240.000;4.770.114,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;415000000,00
3;2;1;94,00;0,00;5;No definida;16 a 30 años;425.000;4.159.574,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Helena;391000000,00
3;2;0;71,00;0,00;3;No definida;16 a 30 años;132.400;3.321.126,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Kennedy;235800000,00
3;3;2;135,00;135,00;5;No definida;9 a 15 años;580.000;5.037.037,04;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;680000000,00
4;6;4;338,00;338,00;6;Bueno;16 a 30 años;3.700.000;10.355.029,59;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;El Retiro;3500000000,00
3;3;3;190,00;175,00;6;No definida;más de 30 años;837.000;4.894.736,84;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Recodo Del Country;930000000,00
1;1;2;50,00;0,00;4;No definida;1 a 8 años;327.000;6.424.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Los Cedros;321200000,00
1;2;1;49,00;49,00;6;Bueno;9 a 15 años;500.000;8.367.346,94;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Castillo;410000000,00
2;2;1;63,00;63,00;5;No definida;menor a 1 año;480.000;10.238.095,24;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa barbara;645000000,00
4;2;0;77,00;0,00;3;No definida;9 a 15 años;No definida;2.987.012,99;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Casa;Fontanar del río;230000000,00
4;3;3;280,00;280,00;4;Bueno;más de 30 años;No definida;3.353.571,43;0;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;Casa;Modelia;939000000,00
4;2;2;166,00;0,00;3;No definida;No definida;No definida;2.933.734,94;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;Casa;Villa del mar;487000000,00
3;3;0;147,00;0,00;2;No definida;16 a 30 años;No definida;1.768.707,48;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;Kennedy;260000000,00
2;1;1;57,00;57,00;6;No definida;más de 30 años;512.000;11.403.508,77;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Usaquén;650000000,00
3;1;1;51,00;0,00;2;No definida;No definida;No definida;3.098.039,22;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;Apartamento;Dindalito Kennedy;158000000,00
3;3;2;201,00;201,00;6;Bueno;más de 30 años;974.000;5.970.149,25;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Apartamento;chico;1200000000,00
2;2;1;42,00;0,00;3;No definida;1 a 8 años;149.000;5.119.047,62;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Tintal;215000000,00
4;4;2;200,00;0,00;4;Excelente;16 a 30 años;No definida;3.250.000;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Casa;Cedritos;650000000,00
1;1;1;33,00;33,00;4;Excelente;más de 30 años;150.000;6.969.696,97;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Cedritos;230000000,00
3;2;1;59,00;59,00;4;Bueno;16 a 30 años;320.000;6.271.186,44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Quinta Paredes;370000000,00
3;5;4;247,00;247,00;6;Bueno;1 a 8 años;1.400.000;9.311.740,89;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;2300000000,00
2;3;2;89,00;85,00;6;No definida;1 a 8 años;757.800;7.640.449,44;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bibiana;680000000,00
3;2;2;88,00;102,00;4;Excelente;1 a 8 años;350.000;7.386.363,64;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;El Redil;650000000,00
2;2;1;56,00;56,00;4;Bueno;9 a 15 años;170.000;6.571.428,57;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Apartamento;Galerias;368000000,00
3;2;2;147,00;147,00;6;Bueno;más de 30 años;445.000;5.170.068,03;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;760000000,00
3;4;4;255,00;219,00;4;Bueno;más de 30 años;No definida;4.901.960,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Julio Flores;1250000000,00
2;2;1;67,00;67,00;4;No definida;1 a 8 años;192.000;7.462.686,57;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;El Plan;500000000,00
3;2;1;91,00;91,00;4;No definida;más de 30 años;338.000;4.340.659,34;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;395000000,00
1;2;2;55,00;55,00;6;Bueno;1 a 8 años;320.000;8.909.090,91;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;Chicó Norte;490000000,00
2;1;1;62,00;62,00;3;Remodelado;más de 30 años;240.000;3.548.387,10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Las Américas;220000000,00
3;2;1;81,00;0,00;4;No definida;16 a 30 años;241.000;5.128.395,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Capellania;415400000,00
3;4;3;276,00;276,00;6;Bueno;más de 30 años;1.440.000;5.289.855,07;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colinas de Suba;1460000000,00
2;2;2;76,00;76,00;4;No definida;16 a 30 años;510.000;5.723.684,21;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;Cedritos;435000000,00
2;1;1;47,00;47,00;4;Excelente;16 a 30 años;400.000;5.212.765,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;245000000,00
3;2;1;72,00;72,00;3;Excelente;16 a 30 años;105.000;4.861.111,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Zona Noroccidente;350000000,00
3;4;2;156,00;156,00;6;Bueno;9 a 15 años;945.585;5.929.487,18;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;Apartamento;Arrayanes;925000000,00
2;3;2;106,00;106,00;5;Bueno;1 a 8 años;503.300;8.160.377,36;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Nuevo Country;865000000,00
3;2;2;100,00;100,00;4;Excelente;1 a 8 años;467.000;5.800.000;1;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Teresa;580000000,00
3;2;2;77,00;0,00;4;Excelente;1 a 8 años;270.000;6.753.246,75;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazurén;520000000,00
2;2;1;75,00;69,00;4;No definida;1 a 8 años;500.000;5.866.666,67;1;0;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;Apartamento;Caobos salazar;440000000,00
2;2;1;55,00;0,00;4;Excelente;9 a 15 años;350.000;6.000.000;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Pardo rubio;330000000,00
3;2;1;58,00;0,00;4;No definida;No definida;276.200;5.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ciudad hayuelos;290000000,00
2;1;0;36,00;30,00;4;No definida;1 a 8 años;90.000;5.805.555,56;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;209000000,00
3;4;2;260,00;172,00;6;Bueno;16 a 30 años;733.000;4.307.692,31;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;La calleja;1120000000,00
No definida;9;8;680,00;680,00;1;Bueno;más de 30 años;No definida;7.352.941,18;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Casa;Quinta Camacho;5000000000,00
2;2;1;77,00;77,00;5;Excelente;más de 30 años;256.000;4.285.714,29;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;330000000,00
3;5;4;247,00;247,00;6;Bueno;1 a 8 años;1.400.000;9.311.740,89;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;2300000000,00
3;1;0;43,00;0,00;3;Excelente;9 a 15 años;85.100;4.534.883,72;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Ciudad Alsacia;195000000,00
2;1;1;60,00;60,00;3;No definida;más de 30 años;200.000;4.650.000;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Ciudadela Colsubsidio;279000000,00
5;3;1;230,00;0,00;3;No definida;más de 30 años;No definida;3.260.869,57;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;Casa;Venecia;750000000,00
3;2;2;88,00;102,00;4;Excelente;1 a 8 años;350.000;7.386.363,64;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;El Redil;650000000,00
3;3;2;112,00;112,00;5;No definida;9 a 15 años;980.000;6.428.571,43;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;Apartamento;Santa Bárbara;720000000,00
3;4;2;168,00;168,00;6;No definida;9 a 15 años;670.000;6.250.000;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;La Calleja;1050000000,00
3;2;1;78,00;78,00;4;No definida;9 a 15 años;340.000;5.769.230,77;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;Apartamento;Pontevedra;450000000,00
2;1;1;47,00;47,00;4;Excelente;16 a 30 años;400.000;5.212.765,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cedritos;245000000,00
3;2;1;91,00;91,00;4;No definida;más de 30 años;338.000;4.340.659,34;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Usaquén;395000000,00
3;1;0;51,00;48,00;3;No definida;9 a 15 años;138.125;3.529.411,76;0;0;1;1;0;1;0;1;0;0;1;1;0;1;0;0;0;0;Apartamento;Suba;180000000,00
3;2;2;600,00;600,00;6;Bueno;más de 30 años;No definida;3.666.666,67;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Casa;La Calleja;2200000000,00
3;4;2;145,00;136,00;5;No definida;16 a 30 años;942.000;6.551.724,14;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara Occidental;950000000,00
2;2;1;42,00;0,00;3;No definida;1 a 8 años;149.000;5.119.047,62;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Tintal;215000000,00
3;2;1;71,00;63,00;4;Bueno;9 a 15 años;227.000;3.802.816,90;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Gran Granada;270000000,00
3;4;2;119,00;119,00;4;No definida;16 a 30 años;480.000;6.974.789,92;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;Casa;El contador;830000000,00
2;1;0;45,00;45,00;2;No definida;No definida;43.500;2.700.000;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Bosa;121500000,00
3;2;1;67,00;62,00;4;Bueno;16 a 30 años;247.000;5.074.626,87;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Normandía;340000000,00
1;2;2;55,00;55,00;6;Bueno;1 a 8 años;320.000;8.909.090,91;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;Chicó Norte;490000000,00
2;1;1;62,00;62,00;3;Remodelado;más de 30 años;240.000;3.548.387,10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Las Américas;220000000,00
3;3;2;150,40;0,00;4;No definida;más de 30 años;515.000;4.986.702,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Cedritos;750000000,00
5;3;2;201,00;0,00;3;No definida;No definida;No definida;2.985.074,63;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;Casa;Bolivia;600000000,00
3;2;1;60,00;60,00;3;Excelente;1 a 8 años;No definida;3.000.000;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;Ismael Perdomo;180000000,00
3;2;1;85,00;77,00;4;No definida;9 a 15 años;420.000;5.729.411,76;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cedro narvaez;487000000,00
3;2;1;59,00;59,00;4;Excelente;más de 30 años;278.000;5.000.000;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cedritos;295000000,00
3;2;0;53,00;0,00;2;No definida;No definida;65.000;2.547.169,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Parcela el porvenir;135000000,00
6;4;3;246,00;148,00;3;No definida;más de 30 años;No definida;3.780.487,80;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;Casa;Villa Luz;930000000,00
3;2;1;81,00;81,00;4;Bueno;más de 30 años;No definida;5.802.469,14;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;Apartamento;Pontevedra;470000000,00
3;1;0;50,00;50,00;3;No definida;16 a 30 años;50.000;3.600.000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Gran Granada;180000000,00
2;2;1;56,00;0,00;5;No definida;1 a 8 años;440.000;7.500.000;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Apartamento;La Calleja;420000000,00
6;4;6;320,00;364,00;6;No definida;más de 30 años;150.000;4.531.250;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;Casa;Niza Norte;1450000000,00
4;4;2;193,00;0,00;6;Remodelado;16 a 30 años;1.340.000;4.404.145,08;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;Apartamento;Santa Bárbara;850000000,00
3;3;1;118,00;118,00;5;Excelente;1 a 8 años;740.000;5.677.966,10;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;Apartamento;Pasadena;670000000,00
3;2;2;152,00;152,00;4;No definida;más de 30 años;97.000;4.572.368,42;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;Apartamento;La Castellana;695000000,00
3;3;2;190,00;0,00;6;Excelente;16 a 30 años;1.200.000;5.526.315,79;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Lindaraja;1050000000,00
3;2;1;102,00;0,00;4;No definida;9 a 15 años;300.000;4.705.882,35;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Capellania;480000000,00
3;3;2;97,00;0,00;5;Excelente;9 a 15 años;474.200;5.360.824,74;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Atabanza;520000000,00
3;2;1;50,00;50,00;4;No definida;9 a 15 años;370.000;6.600.000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Soledad;330000000,00
