habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
7;4;3;250,00;250,00;4;Bueno;más de 30 años;No definida;2.720.000;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Casa;Teusaquillo;680000000,00
1;2;1;56,00;56,00;6;No definida;1 a 8 años;523.000;8.392.857,14;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;Apartamento;Calleja Baja;470000000,00
2;1;0;44,00;44,00;2;Excelente;1 a 8 años;45.000;1.931.818,18;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;Apartamento;Usme;85000000,00
3;2;0;93,00;93,00;3;No definida;16 a 30 años;175.000;3.086.021,51;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Favidi;287000000,00
3;3;2;191,00;191,00;4;No definida;más de 30 años;No definida;3.664.921,47;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;Casa;Villa Magdala;700000000,00
3;4;2;140,00;140,00;4;No definida;más de 30 años;375.000;4.642.857,14;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Caobos salazar;650000000,00
2;3;2;147,00;147,00;6;No definida;1 a 8 años;850.000;10.204.081,63;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;1500000000,00
3;3;2;124,00;124,00;6;Bueno;16 a 30 años;874.500;6.411.290,32;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chicó Navarra;795000000,00
3;3;2;123,00;118,00;6;No definida;9 a 15 años;1.030.000;7.560.975,61;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Paula;930000000,00
3;2;1;79,00;69,00;3;No definida;16 a 30 años;91.000;3.101.265,82;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El rubi;245000000,00
3;4;4;212,00;212,00;6;No definida;1 a 8 años;1.150.000;5.566.037,74;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Suba;1180000000,00
3;3;2;96,00;96,00;5;No definida;9 a 15 años;563.000;5.625.000;1;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;Apartamento;Usaquén;540000000,00
4;4;2;131,00;131,00;5;Excelente;9 a 15 años;473.800;4.732.824,43;1;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Centro Comercial Parque La Colina;620000000,00
2;2;0;79,00;0,00;4;No definida;más de 30 años;No definida;5.063.291,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000,00
2;3;1;76,00;76,00;4;Excelente;1 a 8 años;276.000;5.236.842,11;1;1;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0;Apartamento;Belmira;398000000,00
3;3;1;113,00;113,00;4;No definida;16 a 30 años;350.000;5.486.725,66;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;Casa;Ferrocaja fontibon;620000000,00
4;4;3;240,00;140,00;5;No definida;más de 30 años;No definida;4.583.333,33;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Casa;Cedritos;1100000000,00
3;1;0;78,00;78,00;5;Bueno;1 a 8 años;No definida;3.846.153,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Universidad;300000000,00
5;2;0;144,00;144,00;2;No definida;No definida;No definida;2.083.333,33;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;Casa;Libertador;300000000,00
1;2;1;41,00;41,00;4;No definida;1 a 8 años;278.000;8.902.439,02;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro Internacional;365000000,00
5;2;1;120,00;0,00;4;No definida;16 a 30 años;600.000;3.833.333,33;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;Apartamento;Quinta Paredes;460000000,00
2;1;0;67,00;67,00;2;No definida;No definida;No definida;2.313.432,84;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;Casa;Bosa La Paz;155000000,00
3;2;1;82,00;81,00;4;No definida;16 a 30 años;350.000;8.414.634,15;1;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Ciudad universitaria;690000000,00
2;2;1;86,00;86,00;5;No definida;más de 30 años;545.000;5.232.558,14;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;Apartamento;Santa Bárbara;450000000,00
3;3;1;200,00;200,00;4;No definida;más de 30 años;No definida;3.750.000;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;Casa;Normandía;750000000,00
2;2;0;56,00;56,00;2;Bueno;9 a 15 años;No definida;2.857.142,86;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Tierra Buena;160000000,00
2;2;2;81,00;81,00;6;Bueno;9 a 15 años;902.000;7.098.765,43;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Santa Paula;575000000,00
2;3;2;90,00;0,00;6;No definida;1 a 8 años;560.000;9.111.111,11;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bibiana;820000000,00
2;1;1;52,00;52,00;5;No definida;más de 30 años;508.000;5.192.307,69;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Nuevo Country;270000000,00
2;1;0;39,00;0,00;3;No definida;1 a 8 años;108.000;4.358.974,36;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;Apartamento;Kennedy;170000000,00
3;2;1;52,00;52,00;4;Bueno;1 a 8 años;260.000;6.153.846,15;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;320000000,00
3;2;2;110,00;110,00;4;No definida;No definida;463.000;4.681.818,18;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Pradera Norte;515000000,00
3;2;1;82,00;82,00;3;Bueno;16 a 30 años;191.000;4.000.000;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bolivia;328000000,00
3;2;0;58,00;58,00;2;No definida;No definida;58.000;3.017.241,38;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;Kennedy;175000000,00
3;3;2;150,00;150,00;6;No definida;más de 30 años;1.080.700;9.000.000;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Chapinero;1350000000,00
3;2;1;50,00;50,00;3;Bueno;16 a 30 años;142.000;3.760.000;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Britalia Norte;188000000,00
3;2;0;50,00;0,00;3;No definida;No definida;150.000;3.960.000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Gran Granada;198000000,00
2;2;1;52,00;52,00;4;Bueno;1 a 8 años;160.000;5.961.538,46;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;310000000,00
13;9;0;960,00;960,00;3;No definida;más de 30 años;No definida;1.447.916,67;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;Casa;San Cristóbal;1390000000,00
3;3;2;87,00;87,00;4;No definida;16 a 30 años;500.000;4.942.528,74;1;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedritos;430000000,00
2;1;0;42,00;42,00;3;No definida;No definida;116.600;4.071.428,57;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;El Porvenir;171000000,00
3;4;3;300,00;300,00;5;No definida;más de 30 años;260.000;3.200.000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;Casa;Suba;960000000,00
4;2;0;90,00;90,00;2;Excelente;9 a 15 años;No definida;2.666.666,67;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;Apartamento;Castilla;240000000,00
2;2;1;99,70;88,70;4;No definida;1 a 8 años;360.000;5.015.045,14;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Galan;500000000,00
3;2;2;95,00;95,00;4;No definida;16 a 30 años;546.000;5.000.000;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;475000000,00
3;3;1;85,00;85,00;3;No definida;1 a 8 años;232.000;4.117.647,06;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;Casa;Valladolid;350000000,00
5;4;3;230,00;220,00;5;No definida;9 a 15 años;460.000;5.217.391,30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Niza;1200000000,00
3;3;2;197,00;197,00;6;No definida;16 a 30 años;No definida;5.685.279,19;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;Apartamento;Bosque de Pinos;1120000000,00
3;2;2;100,00;89,00;4;No definida;9 a 15 años;No definida;6.000.000;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Pontevedra;600000000,00
3;2;0;220,00;220,00;3;Bueno;16 a 30 años;No definida;613.636,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Circunvalar De Dosquebradas;135000000,00
2;2;0;46,00;46,00;2;Bueno;1 a 8 años;86.100;3.086.956,52;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Patio Bonito;142000000,00
4;4;3;256,00;0,00;6;Excelente;16 a 30 años;850.000;5.820.312,50;1;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;Apartamento;Bosque de Pinos;1490000000,00
2;2;0;82,00;82,00;4;No definida;más de 30 años;70.000;5.365.853,66;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;La Soledad;440000000,00
3;2;1;55,00;55,00;3;Bueno;16 a 30 años;176.800;3.178.181,82;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Verbenal;174800000,00
3;3;1;121,00;121,00;4;No definida;9 a 15 años;80.000;4.090.909,09;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;La victoria norte;495000000,00
4;3;1;137,00;137,00;5;No definida;16 a 30 años;550.000;4.963.503,65;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;680000000,00
2;2;2;93,00;93,00;6;Bueno;más de 30 años;953.000;8.064.516,13;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;La Cabrera;750000000,00
5;5;2;382,00;0,00;6;No definida;16 a 30 años;1.750.000;3.926.701,57;0;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Suba;1500000000,00
3;2;1;72,00;72,00;3;No definida;1 a 8 años;234.900;5.277.777,78;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;las americas;380000000,00
3;2;0;73,00;0,00;3;No definida;más de 30 años;No definida;3.698.630,14;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;Apartamento;Puente Aranda;270000000,00
1;2;1;41,00;41,00;4;No definida;1 a 8 años;278.000;8.902.439,02;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Centro Internacional;365000000,00
3;3;3;195,00;178,00;6;Bueno;16 a 30 años;1.150.000;9.179.487,18;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chicó Reservado;1790000000,00
1;2;1;46,00;46,00;4;No definida;9 a 15 años;271.000;7.173.913,04;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Belmira;330000000,00
2;1;0;42,00;42,00;2;No definida;16 a 30 años;69.000;3.333.333,33;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El tintal;140000000,00
3;3;0;141,00;0,00;5;No definida;No definida;No definida;5.560.283,69;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;784000000,00
2;2;2;110,00;0,00;6;Excelente;1 a 8 años;440.000;7.272.727,27;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;Apartamento;Chapinero;800000000,00
2;2;1;77,00;0,00;4;No definida;1 a 8 años;371.000;8.441.558,44;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Normandía;650000000,00
1;1;1;65,00;65,00;6;Bueno;1 a 8 años;436.000;8.230.769,23;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;Apartamento;Santa barbara;535000000,00
4;2;0;75,00;75,00;3;No definida;9 a 15 años;250.000;3.066.666,67;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;Casa;Andalucia;230000000,00
3;2;1;80,00;80,00;4;No definida;No definida;165.000;8.125.000;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;650000000,00
4;2;0;33,00;33,00;2;No definida;16 a 30 años;31.000;4.090.909,09;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;Casa;El Recreo de los Frailes;135000000,00
2;2;1;82,00;82,00;6;Bueno;16 a 30 años;435.000;7.317.073,17;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;600000000,00
2;3;2;102,00;102,00;6;Bueno;9 a 15 años;1.200.000;8.431.372,55;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;Apartamento;Santa Paula;860000000,00
2;2;0;79,00;0,00;4;No definida;más de 30 años;No definida;5.063.291,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000,00
2;3;2;149,00;149,00;6;Bueno;1 a 8 años;1.600.000;11.208.053,69;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Los Rosales;1670000000,00
3;2;1;115,00;86,00;4;Excelente;16 a 30 años;300.000;4.869.565,22;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Modelo;560000000,00
2;2;1;65,00;65,00;6;No definida;9 a 15 años;505.000;7.076.923,08;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;San Patricio;460000000,00
1;1;0;30,00;30,00;4;Bueno;menor a 1 año;No definida;7.333.333,33;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Mazurén;220000000,00
3;2;1;86,00;86,00;5;No definida;más de 30 años;340.000;5.581.395,35;1;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;Apartamento;Colina Campestre;480000000,00
1;2;0;69,00;69,00;4;Bueno;9 a 15 años;397.000;5.507.246,38;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Centro Internacional;380000000,00
3;4;3;230,00;0,00;5;No definida;más de 30 años;616.000;4.260.869,57;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;San José de Bavaria;980000000,00
3;4;3;178,00;164,00;6;No definida;9 a 15 años;No definida;6.460.674,16;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Torreladera Casa Blanca;1150000000,00
2;3;2;97,00;97,00;4;Bueno;más de 30 años;586.000;4.463.917,53;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;Apartamento;Cedro Golf;433000000,00
2;3;2;77,00;68,00;5;Bueno;9 a 15 años;282.000;5.324.675,32;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;Apartamento;El Batán;410000000,00
2;2;1;58,00;58,00;3;No definida;1 a 8 años;350.000;4.741.379,31;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;Apartamento;El vergel oriental;275000000,00
3;4;2;135,00;0,00;5;No definida;No definida;600.000;5.037.037,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa helena;680000000,00
3;3;2;138,00;138,00;6;No definida;más de 30 años;642.500;5.797.101,45;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;cHICO;800000000,00
3;3;2;110,00;110,00;4;No definida;1 a 8 años;400.000;5.909.090,91;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Nueva Zelandia;650000000,00
2;1;0;40,00;40,00;3;No definida;menor a 1 año;80.000;4.375.000;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Madelena;175000000,00
2;2;0;30,00;30,00;3;No definida;16 a 30 años;90.000;5.266.666,67;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Suba;158000000,00
2;1;0;45,00;45,00;2;No definida;No definida;50.000;2.666.666,67;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Apartamento;Bosa;120000000,00
2;2;1;57,00;0,00;6;Excelente;más de 30 años;No definida;6.508.771,93;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Chico norte;371000000,00
3;3;2;252,00;252,00;6;No definida;más de 30 años;1.390.000;7.023.809,52;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;Apartamento;El Refugio;1770000000,00
3;2;1;77,00;77,00;4;No definida;9 a 15 años;280.000;4.805.194,81;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cantalejo;370000000,00
6;4;1;176,00;176,00;4;No definida;más de 30 años;No definida;2.840.909,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Villa Del Prado;500000000,00
3;2;1;78,00;78,00;3;No definida;1 a 8 años;350.000;4.935.897,44;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;Apartamento;Bosconia;385000000,00
1;3;1;92,00;92,00;6;Bueno;más de 30 años;573.000;8.608.695,65;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;792000000,00
5;3;1;174,00;165,00;3;Bueno;más de 30 años;No definida;3.620.689,66;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;San Marcos;630000000,00
3;3;2;156,00;142,00;5;No definida;9 a 15 años;620.000;3.942.307,69;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;615000000,00
3;5;3;202,00;189,00;6;Bueno;1 a 8 años;No definida;10.767.326,73;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;La Cabrera;2175000000,00
2;2;1;57,00;57,00;3;Bueno;16 a 30 años;175.000;5.175.438,60;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Carlos Lleras;295000000,00
3;1;0;44,00;44,00;2;No definida;9 a 15 años;95.500;3.181.818,18;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;GRANJAS EL DORADO;140000000,00
3;3;2;94,00;94,00;5;No definida;1 a 8 años;No definida;7.765.957,45;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;SAN IGNACIO SANTA CECILIA;730000000,00
2;2;1;99,70;88,70;4;No definida;1 a 8 años;360.000;5.015.045,14;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Galan;500000000,00
1;2;2;70,00;70,00;6;Excelente;1 a 8 años;500.000;10.285.714,29;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chicó;720000000,00
3;3;1;92,00;0,00;5;No definida;más de 30 años;330.000;4.782.608,70;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;Apartamento;El contador;440000000,00
2;2;1;74,00;0,00;3;No definida;1 a 8 años;350.000;6.729.729,73;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;Apartamento;Chapinero;498000000,00
1;2;2;65,00;65,00;6;No definida;9 a 15 años;420.000;8.000.000;1;1;1;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Chicó;520000000,00
3;3;2;124,00;124,00;6;No definida;1 a 8 años;900.000;6.774.193,55;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa Paula;840000000,00
3;2;1;106,00;106,00;4;Bueno;1 a 8 años;No definida;4.880.084,91;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Chapinero Central;517289000,00
3;3;3;193,00;193,00;6;Bueno;16 a 30 años;980.000;8.238.341,97;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;Apartamento;Santa Ana Oriental;1590000000,00
3;4;2;230,00;213,00;6;No definida;No definida;1.400.000;7.173.913,04;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Ana Oriental;1650000000,00
3;5;3;160,00;160,00;6;Bueno;9 a 15 años;1.385.000;8.125.000;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;Apartamento;Santa Paula;1300000000,00
1;1;0;40,00;32,00;4;No definida;1 a 8 años;230.000;6.100.000;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Chapinero Central;244000000,00
7;8;3;430,00;410,00;4;Bueno;más de 30 años;No definida;5.813.953,49;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Casa;Quinta Camacho;2500000000,00
3;2;1;55,00;55,00;3;No definida;1 a 8 años;160.000;4.363.636,36;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Valladolid;240000000,00
3;3;2;89,00;0,00;5;No definida;No definida;348.000;4.022.471,91;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;358000000,00
3;2;2;112,00;0,00;4;No definida;más de 30 años;170.000;4.196.428,57;0;1;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;0;Casa;Villa Del Prado;470000000,00
3;2;1;109,00;103,00;5;No definida;más de 30 años;420.000;4.036.697,25;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nicolas de Federman;440000000,00
2;2;0;67,00;0,00;4;No definida;No definida;405.000.000;4.571.343,28;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Santa Helena;306280000,00
2;1;0;39,00;39,00;3;Bueno;1 a 8 años;No definida;4.871.794,87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Castilla;190000000,00
3;2;1;71,00;70,00;4;Bueno;más de 30 años;240.000;5.563.380,28;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad salitre;395000000,00
3;3;4;119,00;119,00;5;No definida;1 a 8 años;720.000;6.302.521,01;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Apartamento;La Calleja;750000000,00
2;3;1;75,00;0,00;6;Bueno;No definida;No definida;5.466.666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Barbara Usaquén;410000000,00
4;3;2;157,00;157,00;5;No definida;16 a 30 años;675.000;4.140.127,39;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Casa;El Contador;650000000,00
4;1;0;58,00;58,00;3;Bueno;16 a 30 años;No definida;2.672.413,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Nueva Castilla;155000000,00
1;1;1;43,00;43,00;4;Bueno;menor a 1 año;No definida;9.041.860,47;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;San Luis;388800000,00
3;2;2;131,00;131,00;6;No definida;16 a 30 años;636.000;6.832.061,07;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Virrey;895000000,00
3;4;4;298,00;879,00;6;No definida;más de 30 años;No definida;16.778.523,49;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;Casa;Santa Ana;5000000000,00
3;2;1;77,00;77,00;4;No definida;9 a 15 años;482.400;5.584.415,58;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Lisboa;430000000,00
2;2;0;59,00;59,00;3;No definida;16 a 30 años;112.500;3.644.067,80;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Suba;215000000,00
2;2;1;95,00;95,00;4;Bueno;1 a 8 años;No definida;4.870.757,89;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;Apartamento;Chapinero Central;462722000,00
1;2;1;67,00;67,00;5;Bueno;1 a 8 años;439.000;8.059.701,49;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;Apartamento;El Virrey;540000000,00
6;3;0;152,00;228,00;2;No definida;9 a 15 años;No definida;2.302.631,58;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;Casa;Salazar usme;350000000,00
3;2;2;77,00;0,00;4;Excelente;1 a 8 años;270.000;6.753.246,75;1;1;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Mazurén;520000000,00
3;3;2;134,00;0,00;5;No definida;16 a 30 años;814.000;5.298.507,46;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;La acanada;710000000,00
4;4;2;240,00;240,00;4;No definida;más de 30 años;No definida;4.083.333,33;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;Casa;Modelia;980000000,00
3;2;0;71,00;71,00;4;No definida;1 a 8 años;274.327;3.943.661,97;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El Dorado;280000000,00
2;2;1;72,00;72,00;4;Bueno;menor a 1 año;No definida;8.900.000;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;San Luis;640800000,00
1;2;2;64,00;64,00;6;Bueno;1 a 8 años;No definida;9.062.500;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Chicó Norte;580000000,00
3;2;1;68,00;68,00;4;No definida;1 a 8 años;280.000;4.558.823,53;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;El Dorado;310000000,00
2;4;2;119,00;119,00;6;No definida;más de 30 años;740.000;4.789.915,97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;570000000,00
1;1;0;465,00;300,00;3;No definida;más de 30 años;No definida;1.451.612,90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;INGLES QUIROGA;675000000,00
3;2;1;104,00;104,00;4;Bueno;menor a 1 año;No definida;9.149.875;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;San Luis;951587000,00
4;3;1;143,00;143,00;4;Bueno;más de 30 años;No definida;3.706.293,71;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Casa;Villa Del Prado;530000000,00
2;2;1;64,00;72,00;4;Bueno;menor a 1 año;No definida;9.052.031,25;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;Apartamento;San Luis;579330000,00
